Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
wilhelm	32.52913152710754	77			w i l h i l m	
abya	54.9193129678439	130			a @ j a	
yala	313.0400839167102	741			j a l a	
susyalista	17.743162651149568	42			s u s j a l i s t a	
fidel	27.03720023032315	64			@ i @ i l	
castro	91.67300703093943	217			@ a s t ɾ u	
che	22.81263769433516	54			tʃ i	
guevara	27.45965648392195	65			@ u i @ a ɾ a	
awqaq	334.58535285024897	792			a w q a q	
rodrigo	31.26176276631114	74			ɾ u @ ɾ i @ u	
díaz	77.30949440858025	183			@ @ a @	
cid	5.49193129678439	13			@ i @	
ponce	29.994394005514742	71			p u n @ i	
león	157.5761825923521	373			l i @ n	
tupaq	73.92984437978986	175			t u p a q	
amaru	62.94598178622108	149			a m a ɾ u	
katari	30.83930651271234	73			k a t a ɾ i	
kunan	226.8590081825552	537			k u n a n	
pacha	2800.040048852841	6628			p a tʃ a	
runakuna	3251.6457839499576	7697			ɾ u n a k u n a	
contemporáneos	3.379650028790394	8			@ u n t i m p u ɾ @ n i u s	
kofi	4.647018789586792	11			k u @ i	
annan	5.914387550383189	14			a n n a n	
silvio	25.347375215927954	60			s i l @ i u	
berlusconi	2.112281267993996	5			@ i ɾ l u s @ u n i	
tony	42.66808161347872	101			t u n j	
blair	8.871581325574784	21			@ l a i ɾ	
chirac	2.9571937751915947	7			tʃ i ɾ a @	
vladimir	16.47579389035317	39			@ l a @ i m i ɾ	
putin	7.604212564778385	18			p u t i n	
gerhard	6.759300057580788	16			@ i ɾ h a ɾ @	
warmikuna	100.54458835651421	238			w a ɾ m i k u n a	
mujeres	80.68914443737064	191			m u @ i ɾ i s	
hildegard	2.9571937751915947	7			h i l @ i @ a ɾ @	
bingen	3.379650028790394	8			@ i n @ i n	
indira	6.3368438039819885	15			i n @ i ɾ a	
emmeline	3.8021062823891927	9			i m m i l i n i	
pankhurst	3.8021062823891927	9			p a n kʰ u ɾ s t	
sojourner	1.2673687607963977	3			s u @ u u ɾ n i ɾ	
truth	10.98386259356878	26			t ɾ u tʰ	
germaine	3.8021062823891927	9			@ i ɾ m a i n i	
greer	2.9571937751915947	7			@ ɾ i i ɾ	
harlem	4.224562535987992	10			h a ɾ l i m	
brundtland	1.2673687607963977	3			@ ɾ u n @ t l a n @	
reina	45.62527538867032	108			ɾ i i n a	
nefertiti	1.689825014395197	4			n i @ i ɾ t i t i	
katarina	1.689825014395197	4			k a t a ɾ i n a	
catalina	29.994394005514742	71			@ a t a l i n a	
grande	152.92916380276532	362			@ ɾ a n @ i	
emperatriz	3.8021062823891927	9			i m p i ɾ a t ɾ i @	
rusia	7.604212564778385	18			ɾ u s i a	
elisabeth	18.165618904748367	43			i l i s a @ i tʰ	
inglaterra	14.363512622359174	34			i n @ l a t i ɾ ɾ a	
hawai	2.9571937751915947	7			h a w a i	
saba	8.026668818377185	19			s a @ a	
juana	70.97265060459827	168			@ u a n a	
arco	19.010531411945966	45			a ɾ @ u	
harriet	8.026668818377185	19			h a ɾ ɾ i i t	
tubman	1.689825014395197	4			t u @ m a n	
amelia	13.096143861562776	31			a m i l i a	
rachel	16.05333763675437	38			ɾ a tʃ i l	
carson	3.379650028790394	8			@ a ɾ s u n	
parks	2.5347375215927954	6			p a ɾ k s	
cixi	1.689825014395197	4			@ i @ i	
viuda	21.96772518713756	52			@ i u @ a	
china	173.20706397550768	410			tʃ i n a	
eva	53.229487953448704	126			i @ a	
perón	8.871581325574784	21			p i ɾ @ n	
goldman	2.9571937751915947	7			@ u l @ m a n	
florence	7.181756311179587	17			@ l u ɾ i n @ i	
nightingale	4.224562535987992	10			n i @ h t i n @ a l i	
helen	21.96772518713756	52			h i l i n	
keller	9.294037579173583	22			k i ʎ i ɾ	
frida	13.518600115161576	32			@ ɾ i @ a	
kahlo	13.941056368760375	33			k a h l u	
harris	17.743162651149568	42			h a ɾ ɾ i s	
mother	19.432987665544765	46			m u tʰ i ɾ	
jones	48.58246916386191	115			@ u n i s	
eleanor	6.3368438039819885	15			i l i a n u ɾ	
golda	2.5347375215927954	6			@ u l @ a	
meir	4.224562535987992	10			m i i ɾ	
safo	2.112281267993996	5			s a @ u	
bill	86.18107573415504	204			@ i ʎ	
gates	10.138950086371182	24			@ a t i s	
steve	35.486325302299136	84			s t i @ i	
jobs	2.5347375215927954	6			@ u @ s	
king	113.2182759644782	268			k i n @	
bin	22.81263769433516	54			@ i n	
abimael	6.759300057580788	16			a @ i m a i l	
guzmán	69.28282559020307	164			@ u @ m @ n	
una	419.07660357000884	992			u n a	
tabla	29.149481498317144	69			t a @ l a	
con	852.094263508778	2017			@ u n	
lista	104.76915089250221	248			l i s t a	
que	539.0541795920678	1276			q u i	
los	1730.8032709942804	4097			l u s	
países	20.277900172742363	48			p a @ s i s	
artículos	26.614743976724352	63			a ɾ t @ @ u l u s	
kumunista	55.7642254750415	132			k u m u n i s t a	
maniphistu	2.9571937751915947	7			m a n i pʰ i s t u	
pachatin	8.449125071975985	20			p a tʃ a t i n	
llaqtakunapi	75.19721314058626	178			ʎ a q t a k u n a p i	
runaq	13.941056368760375	33			ɾ u n a q	
kananpaq	44.357906627873916	105			k a n a n p a q	
jatun	83.22388195896345	197			@ a t u n	
kamachikuy	8.871581325574784	21			k a m a tʃ i k u j	
karta	5.49193129678439	13			k a ɾ t a	
carta	28.727025244718348	68			@ a ɾ t a	
magna	4.224562535987992	10			m a @ n a	
mikhunakuna	3.8021062823891927	9			m i kʰ u n a k u n a	
plantas	11.40631884716758	27			p l a n t a s	
yuramanta	7.604212564778385	18			j u ɾ a m a n t a	
allpa	349.7937779798057	828			a ʎ p a	
llamk'ay	67.59300057580788	160			ʎ a m kʼ a j	
agricultura	4.224562535987992	10			a @ ɾ i @ u l t u ɾ a	
yura	545.3910233960498	1291			j u ɾ a	
wira	43.09053786707752	102			w i ɾ a	
riwikuna	1.2673687607963977	3			ɾ i w i k u n a	
arrus	8.449125071975985	20			a ɾ ɾ u s	
arroz	3.379650028790394	8			a ɾ ɾ u @	
awina	6.3368438039819885	15			a w i n a	
avena	3.379650028790394	8			a @ i n a	
sintinu	4.647018789586792	11			s i n t i n u	
centeno	5.069475043185591	12			@ i n t i n u	
siwara	12.251231354365178	29			s i w a ɾ a	
cebada	1.2673687607963977	3			@ i @ a @ a	
sara	151.2393387883701	358			s a ɾ a	
maíz	9.716493832772382	23			m a @ @	
suya	2.9571937751915947	7			s u j a	
triyu	7.604212564778385	18			t ɾ i j u	
trigo	5.914387550383189	14			t ɾ i @ u	
chukulati	2.112281267993996	5			tʃ u k u l a t i	
chocolate	6.759300057580788	16			tʃ u @ u l a t i	
añakakuna	1.689825014395197	4			a ɲ a k a k u n a	
asukar	6.3368438039819885	15			a s u k a ɾ	
azúcar	12.673687607963977	30			a @ @ @ a ɾ	
pasteles	4.647018789586792	11			p a s t i l i s	
miski	3.379650028790394	8			m i s k i	
miel	5.49193129678439	13			m i i l	
t'anta	11.40631884716758	27			tʼ a n t a	
misk	122.08985729005298	289			m i s k	
rurukuna	19.010531411945966	45			ɾ u ɾ u k u n a	
fruta	4.224562535987992	10			@ ɾ u t a	
limun	3.8021062823891927	9			l i m u n	
sach	412.73975976602685	977			s a tʃ	
limón	23.657550201532757	56			l i m @ n	
mansana	9.716493832772382	23			m a n s a n a	
manzana	5.069475043185591	12			m a n @ a n a	
chilina	3.8021062823891927	9			tʃ i l i n a	
laranqa	3.379650028790394	8			l a ɾ a n q a	
naranja	5.49193129678439	13			n a ɾ a n @ a	
palanta	9.716493832772382	23			p a l a n t a	
arata	2.5347375215927954	6			a ɾ a t a	
uwa	1.689825014395197	4			u w a	
uva	1.689825014395197	4			u @ a	
k'allampakuna	6.3368438039819885	15			kʼ a ʎ a m p a k u n a	
hongos	1.2673687607963977	3			h u n @ u s	
champiñun	1.689825014395197	4			tʃ a m p i ɲ u n	
yuyukuna	1.2673687607963977	3			j u j u k u n a	
kalawasa	2.112281267993996	5			k a l a w a s a	
sapallu	6.759300057580788	16			s a p a ʎ u	
calabaza	1.689825014395197	4			@ a l a @ a @ a	
chilltu	5.49193129678439	13			tʃ i ʎ t u	
tumati	3.8021062823891927	9			t u m a t i	
tomate	1.689825014395197	4			t u m a t i	
lichimanta	2.9571937751915947	7			l i tʃ i m a n t a	
mantikilla	2.112281267993996	5			m a n t i k i ʎ a	
kisu	4.647018789586792	11			k i s u	
queso	1.2673687607963977	3			q u i s u	
murukuna	4.647018789586792	11			m u ɾ u k u n a	
semillas	1.689825014395197	4			s i m i ʎ a s	
ch'aki	25.347375215927954	60			tʃʼ a k i	
ruru	35.90878155589793	85			ɾ u ɾ u	
frutos	2.9571937751915947	7			@ ɾ u t u s	
secos	1.689825014395197	4			s i @ u s	
inchik	4.647018789586792	11			i n tʃ i k	
kastaña	4.647018789586792	11			k a s t a ɲ a	
tuqti	12.251231354365178	29			t u q t i	
sorgo	1.2673687607963977	3			s u ɾ @ u	
sayri	9.716493832772382	23			s a j ɾ i	
tabaco	4.647018789586792	11			t a @ a @ u	
papa	208.6933892778068	494			p a p a	
mama	10167.6771116159	24068			m a m a	
aqha	10.98386259356878	26			a qʰ a	
vinagre	2.112281267993996	5			@ i n a @ ɾ i	
aychakuna	1.689825014395197	4			a j tʃ a k u n a	
carne	14.363512622359174	34			@ a ɾ n i	
secada	6.759300057580788	16			s i @ a @ a	
kanka	2.5347375215927954	6			k a n k a	
